category,company,env_relevant,has_metric,sentence,source_file,year
governance,NYSE_MUR_ESG,True,False,"To keep abreast of climate-related issues and trends, the We originally developed a set of climate change principles committee is briefed by employees who participate in industry in 2008 to guide our climate strategy.",NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"As part of our climate change position, we the HSE&CR Committee and coordinates closely with our endeavor to: HSE Executive Management Advisory Committee.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"To understand the alignment of our climate change Vice President, Operations; other senior executives and the position, highlighted above, with that of our key trade Enterprise Risk Manager, who identify, prioritize and assign associations, we conducted an assessment in 2022.",NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"We selected owners to risks, including climate-related risks, with reporting organizations that received more than $50,000 a year from lines up to the Board or applicable Board committee(s), as Murphy, and identified three associations: the API, Canadian discussed under Enterprise Risk Management (see ).",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"In particular, the Stated Policies Scenario on the dual challenge of providing affordable, reliable and secure (STEPS), Announced Pledges Scenario (APS) and Net Zero energy, while lowering the intensity of emissions associated with Emissions by 2050 Scenario (NZE), as presented in the World our activities.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"Through our annual strategic planning and capital Energy Outlook (WEO) 2022, frame potential oil and natural gas allocation process, we build a strategy and business adaptable demand, as well as technology, policy and societal requirements to alternative low-carbon pathways, by providing a qualitative tied to energy transition pathway objectives.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,The WEO 2022 and quantitative perspective of energy transition risks and edition does not include the Sustainable Development Scenario opportunities.,NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"most relevant to our business model: The STEPS reflects the impact of announced policy intentions • Regulatory – Policies and regulations related to GHG and targets – Nationally Determined Contributions (NDCs) – emissions and climate change, covering the short and submitted by the Paris Agreement signatories to reduce their medium term.",NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,"The oil demand is expected to increase by 8% by change toward non-fossil fuel energy sources, covering the 2030",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,natural gas demand remains fairly medium to long term.,NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"We consider the following horizons term net zero and energy access targets, will be met in full and when assessing and planning for risks and opportunities: on time.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"natural gas investment averages around $660 billion By 2030, oil",NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,natural gas combine to meet 52% (STEPS),NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,"about $585 billion from 2031 49% (APS) of the overall world energy demand, respectively.",NYSE_MUR_2023_esg.jsonl,2023
action,NYSE_MUR_ESG,True,False,"In the WEO 2021, the IEA highlights that that can be developed and produced at an emissions intensity if demand is higher than assumed in the NZE, the reduced per unit of production that is lower relative to other sources investment in new fields would cause a supply shortage, leading on the supply curve, as highlighted in the chart above.",NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,"40 Supply with no new investment The Murphy base case internal carbon price is $50 per mtCO e, 20 2 escalated 5% per annum,",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"However, investment in existing fields continues, with 8 GHG intensity is from the production stage only (that is, exclusive of crude transport, refining, petroleum product transport, petroleum product distribution and dispensing, and petroleum production utilization).",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"As we perform the scenario analysis, we also confirm that our 2030 GHG emissions intensity target is 0 still viable.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"Similar to the APS, in this scenario, our 2030 GHG emissions intensity target 0.00 remains viable.",NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"We are active in many committees of these associations, including the climate Managing Climate Risks and Opportunities and ESG committees, as they work on addressing climate- climate-related transition and physical risks that might impact our strategy, and are actively managing mitigation efforts.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"Key Climate-Related Transition and Physical Risks Our reporting in this section is guided by the TCFD framework and the references to climate risks and opportunities, including transition and physical risks, are intended to align with this framework.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"• Improving external reporting and disclosure to highlight to our employees, shareholders, in addition to our other stakeholders, our understanding of and commitment to climate change initiatives.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"using energy from non-emitting for oil and natural gas We continue to investigate low-carbon technologies sources have developed rapidly Increased cost of capital that complement our existing assets, strategy and over the last two decades and, in competencies.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,We continue to damage invest in infrastructure to reduce our dependence on Increased insurance fresh water and increase use of recycled water and other premiums alternative sources.,NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"Efficiency Energy Use of lower-emission sources of Short- and Reduced exposure to Fulfill our commitments to The Environmental Partnership, energy and new technologies.",NYSE_MUR_2023_esg.jsonl,2023
action,NYSE_MUR_ESG,True,False,"Increased capital Evaluate and implement design concepts for new offshore availability (as more facilities that improve emissions intensity over the life of investors favor lower- the facility, such as the improvements we implemented in emissions producers) the King’s Quay floating production system.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"Reputational benefits Continue to evaluate low carbon energy and CO 2 resulting in increased mitigation opportunities like geothermal and renewable demand for goods energy sources, as highlighted on .",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"Products, Natural gas as lower-emissions Long-term Increased revenue Use our natural gas assets in Canada as a low-intensity fuel.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,Services Increased capital and Development of natural gas availability (as more Allocate capital to investments in resources that will Markets markets with carbon capture for investors favor lower- remain economically attractive under various transition power generation.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,Our GHG emissions intensity decreased by about companies (see for our SASB index),NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,GRI (see 25% from 2019 to 2022.,NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"Long-Term10 Metrics and Targets Short-Term10 Metrics and Targets We also use a set of metrics to measure strategic risks and opportunities from climate change and the related energy In 2021, the Compensation Committee of our Board added an transition.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,We 2022 was set to ensure we remain on the path to achieving view Scope 3 GHG emissions intensity as an indicator of revenue our medium-term goal of reducing our gross operationally risk in relation to declining oil and natural gas prices that could controlled GHG emissions intensity.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,When we test the effects of energy transition incorporated several years ago.,NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,We are committed to reducing emissions and progressing toward our emissions intensity goal.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"To ensure the integrity of our emissions data, for a third consecutive year, we have engaged ERM Certification and Verification Services (ERM CVS) to conduct an independent limited assurance on our absolute Scope 1 and 2 GHG emissions.",NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"Murphy is committed, from the Board, President and external reporting purposes, based on SASB and and Chief Executive Officer, and other senior management to Ipieca’s guidance. field personnel, to responsible water management practices, stewardship and conservation in all areas where we operate.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"From the initiation • In Alberta, the Alberta Energy Regulator (AER) defines of our onshore operations in 2009 to the end of 2022, Murphy fresh water as non-saline water less than or equal to has invested an estimated $44 million in infrastructure to 4,000 mg/L TDS.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,Water is a key input for our hydraulic fracturing operations and is therefore critical to maintaining our onshore production Alternative Water Sources – Water obtained from sources targets.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"To help ensure our water use is sustainable, we have such as saline groundwater, recycled produced water, a comprehensive water management policy and strategy that municipal effluent and sharing/collaborative opportunities.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"Complying with regulations and standards • Protecting the environment and the diversity of plant and Recycled Water – Alternative water that is used in animal life while minimizing the impact of our operations operations after treatment, to reduce freshwater withdrawal.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"We • Understanding of development plans, seasonality factors, consider a range of factors, including ways to reduce freshwater high water stress areas and lead times use, preferences of area stakeholders, regional regulations, • Understanding of flowback and produced water rates water stress, physical characteristics as well as economic and technical feasibility.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"We have constructed in and expand infrastructure and management capabilities to and plan to construct produced water ponds in these low- maximize our use of flowback and produced water, a primary medium areas to further reduce our freshwater consumption.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,element of our efforts to reduce freshwater use.,NYSE_MUR_2023_esg.jsonl,2023
action,NYSE_MUR_ESG,True,False,"2022 Overall Water Risk11 Analysis an agreement for us to use third-party produced water that would otherwise be sent to a disposal well, resulting in reduced need for fresh water.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"We this infrastructure has supported 34 well completions with also conduct other precautionary measures as required, such as 3.6 MMBBL of recycled produced water, eliminating the adhering to riparian habitat and wildlife setbacks and timelines.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,This amount of recycled Water Management Networks produced water has also directly offset freshwater Water management networks allow us to strategically withdraw volumes sourced from the local environment that would and impound water volumes necessary to support operational have been needed.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"network, with more than 40 fresh/produced water reservoirs, When it comes online in late 2023, this second pond will allows us to store water in preparation for future operations, further increase the recycling rate across future completions and serves to capture water from frac flowback and production programs and reduce disposal costs for the Tupper operations once wells are online.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"In 2022, we continued to testament to our commitment to freshwater conservation invest capital to optimize our facilities and produced water and responsible water management practices.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,This infrastructure reduces our demand on local freshwater sources and substantially reduces the number of trucks needed to support day-to-day operations.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"reductions • Increased produced water recycling and lowered In the future, we expect to expand the scope of the disposal program to include local and regional precipitation and snowpack, which will provide data trends to predict • Enhanced reporting capability possible drought or high moisture levels.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"We have can be dependent on achievable treatment quality, water also improved our total water use efficiency.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"We software application enables us to monitor, analyze and forecast have increased the percentage of recycled water to total water our water needs.",NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,True,"consumed in our operations from 4% in 2020 to 17% in 2021, to MURPHY OIL CORPORATION 41 2023 SUSTAINABILITY REPORT INTRODUCTION ENVIRONMENT SAFETY OUR PEOPLE COMMUNITY GOVERNANCE PERFORMANCE In the Eagle Ford Shale, over the last several years, we have increased our capital investment to improve water recycling Water Use Balance rates.",NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,"Consequently, the percentage of water we sourced from Total Onshore recycled water increased to 16% in 2022 from 11% in 2021.",NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,"Our use of surface water 46% 29% 55% 80 65% decreased from the prior year because our operations were in 46% 60 areas with little to no surface water, thus requiring increased use 66% of groundwater.",NYSE_MUR_2023_esg.jsonl,2023
metric,NYSE_MUR_ESG,True,True,"40 50% 41% In Tupper Montney, we have continued to increase produced 20 27% 18% water recycling in our completions operations.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"Since 2019, our recycled water volumes have increased almost 15-fold.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"This approach also 2 Without pipeline support, we needed an alternative approach avoided the safety concerns and reputational risk of impacting to transport recycled produced water from Murphy’s hub to local landowners and residents along the trucking route, the completion well pad.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"Produced water has similar properties implement this approach in future drilling operations as to the brine, but by using produced water, we will increase standard procedure, where possible.",NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"These groups include the Offshore Operators Committee (OOC) Water Subcommittee, Montney Water Operators Group (MWOG), Fox Creek Operators Group (FCOG) Water Management Sub-Committee, Kiskatinaw River Users Group, Ipieca Water Working Group and the South Texas Energy & Economic Roundtable (STEER) Water Committee.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,We have identified and determination if collaboration is possible to reduce the water use as a priority nature related dependency and actively impacts to the area.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"experts from multiple disciplines, to ensure potential environmental, ecological and archaeological impacts are We also work to minimize our impacts on biodiversity and local assessed and addressed.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,We are committed to protecting biodiversity and • Project areas are demarcated in mapping databases avoiding nature loss at various stages of project lifecycles.,NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"Historically, internal targets were set based on the number of spill events in any year, utilizing the International Association of Oil & Gas Producers (IOGP) calculation of Meeting AIP Target Range hydrocarbon spill events of more than 1 BBL outside secondary IOGP Spill Rate Metric containment.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"In 2019, we modified the spill metric target used in our AIP to focus on our overall hydrocarbon spill volumes rather than just 2020 2021 2022 the number of events.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"It is the responsibility of every operations employee wells in ways that will prevent loss of well control and, in the case to maintain well integrity while managing our onshore and of onshore wells, ensure the protection of freshwater aquifers.",NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"We work to ensure downhole isolation effective leadership, communication, teamwork, disciplined of hydrocarbon and sulfur zones, protection of any freshwater management systems and independent third-party auditing and aquifers, and to prevent migration of formation fluids within the certification.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,Conducting technology trials of new produced water We require chemical vendors to commit to improvements in treatment and chemicals at our Delta House facilities sustainability and safety.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"This incidents, these systems also reduce emissions and safety improves the Company’s safety culture, reduces downtime risks by minimizing the driving time spent manually checking and provides valuable insights into making the business equipment.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,"We believe this example, our completions hydraulic fracturing dataset employs greater visibility will ultimately continue to improve our safety fuzzy logic to establish the link between the completions data and emissions performance, by allowing for better planning, and other data sources, like geology, drilling and reservoir.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,quicker reaction times and by helping us place the right people to respond to events that may impact our emissions Murphy also works to improve onshore and offshore rig on a daily basis.,NYSE_MUR_2023_esg.jsonl,2023
governance,NYSE_MUR_ESG,True,False,"Since then, the Committee has a safety goal based on the Company’s Total Recordable Incident expanded its responsibilities to include corporate responsibility Rate (TRIR), and two environmental goals based on our global matters and was renamed the Health, Safety, Environment and spill rate and greenhouse gas (GHG) emissions intensity.",NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,True,False,Murphy is a founding member of the South Texas Energy & Economic Roundtable (STEER) program in the Eagle Ford “We view our efforts to support Shale.,NYSE_MUR_2023_esg.jsonl,2023
other,NYSE_MUR_ESG,False,False,"term partnership with the United Way began over 50 years ago, and has served to increase employees’ awareness Through our Employee Gift Matching Program, offered to of the needs of their fellow citizens.",NYSE_MUR_2023_esg.jsonl,2023
vision,NYSE_MUR_ESG,True,False,"Our approach use to meet growing demand rather than of utilizing targeted methane emissions abandoning the energy sources, like oil and reduction programs for each asset by natural gas, that currently power our global source type has yielded effective and economy.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,We continue to invest in water strategy and portfolio of comparatively management infrastructure to improve our advantaged assets allow us to deliver water recycling efforts.,NYSE_MUR_2024_esg.jsonl,2024
action,NYSE_MUR_ESG,True,False,We are confident Murphy achieved its highest-ever recycled that our dedication and strong legacy will water volume in the Company’s history.,NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,"People Think Beyond Possible We are committed to prioritizing the Since 2019, Murphy’s absolute Scope 1 health, safety",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"2 emissions have decreased by 11% employees, contractors",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"our GHG emissions intensity has As we expand our international operations, decreased by 37%.",NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,"We believe we have the most change, and the global energy transition it requires, impact on the following UN Sustainable Development presents important risks and opportunities for our Goals (SDGs): SDG 3 “Good Health and Well-Being,” industry and our Company.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,", GHG emissions To help determine the key sustainability topics we should and energy transition focus on, we annually conduct a materiality assessment using • Water management the process prescribed by Ipieca/API/IOGP.",NYSE_MUR_2024_esg.jsonl,2024
governance,NYSE_MUR_ESG,True,True,"Metrics • Safety In 2023, the Compensation Committee approved a weighting of 20% for the AIP Sustainability performance • Spills metrics, which reflects a level commensurate with the 80% • GHG Intensity weighting set in 2022.",NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,"The Operations Sustainability Focus Team, comprised of operations and HSE specialists, was formed in 2021 to Sustainability Working Group identify, evaluate and implement technologies to support The Sustainability Working Group is a cross-functional our corporate climate and emissions strategy and goals.",NYSE_MUR_2024_esg.jsonl,2024
action,NYSE_MUR_ESG,True,False,"structured our portfolio of assets, developed our strategy and implemented continuous improvements CLIMATE CHANGE in our operational processes.",NYSE_MUR_2024_esg.jsonl,2024
marketing,NYSE_MUR_ESG,True,False,"We believe Mr. Murphy was honored with the National Wildlife that as the energy economy transitions under the Paris Federation’s citation for outstanding individual service for Agreement, oil and natural gas will continue to play a vital his work in bringing together oil industry leaders and national role in the long-term energy mix.",NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,"In 1999, he became At Murphy, we are committed to reducing our GHG the first oil industry executive to receive the prestigious emissions, and focused on understanding and mitigating Chevron Conservation Award.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"heavy oil assets, consequently reducing our exposure to reduce our Scope 1",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,2 GHG emissions intensity by 15% to emissions-intensive activities.,NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"To support effective environmental regulations – and the US Gulf of Mexico – which emissions reductions, we continue to improve our tracking can deliver barrels with some of the lowest emissions intensity and reporting of methane and flaring metrics.",NYSE_MUR_2024_esg.jsonl,2024
governance,NYSE_MUR_ESG,True,False,"In this section, we share our efforts to improve our emissions At the tactical level, Murphy strives to continually improve performance and our climate governance, strategy, risk the performance of existing assets by making investments identification and management and metrics and targets, in equipment upgrades, effective maintenance programs in alignment with the TCFD core elements.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"We have continually refined our emission surveys as we For sustainability reporting purposes, we include all drilling strive for improved measuring and tracking.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"We expect that these efforts will drive improvement “Total GHG Emissions and Intensity, and Peer Benchmark” in our management of emissions; help reduce our exposure chart on ).",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"production contribution from our low-intensity offshore business, as the King’s Quay facility reaches peak and We have made investments to reduce GHG and other plateau production.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"emissions-reducing initiatives, in line with best practices from organizations like the API’s Environmental Partnership In 2021, we formed the Operations Sustainability Focus and the Texas Oil & Gas Association (TXOGA), to ensure the Team, comprised of operations and HSE specialists, to reductions are sustainable under future increased activities.",NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,"identify, evaluate and implement technologies to support our corporate climate and emissions strategy and goals.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,our emissions inventory will increase over the coming years as additional sources are added and better metrics become We have made progress in reducing our emissions through available.,NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,"In the last five years, between 2019 achievement of this goal through 2030,",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"2 emissions fell by 11%, reflects a relatively aggressive emissions reduction target",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,2 GHG emissions intensity that will drive performance improvement across the company.,NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"decreased by 37%, putting us on a clear path to achieving our goal of reducing emissions intensity by 15% to 20% by 2030 against a 2019 baseline.",NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,We have also met the GHG intensity target defined in our Annual Incentive Plan (AIP) for compensation since its inclusion in 2021 (see our 2024 Proxy Statement for further details).,NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"Capital Allocation Process for MARGINAL ABATEMENT COST CURVE GHG Emissions Reduction Investments Our Operations Sustainability Focus Team maintains an inventory For illustrative purposes only, highlighting a snapshot of select of GHG emissions reduction project opportunities.",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"Texas, we replaced approximately 30% of the natural gas pneumatics on wellpads",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"in 2024, • Conducting aerial flyover surveys using advanced imaging we expect to convert at a minimum another 50%, technologies aimed at detecting emissions across all resulting in a total of at least 80%.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,Installing piping on new Eagle Ford Shale gas-lifted wells • Implementing new well tubing designs and plunger- to reduce blowdown-related vented emissions.,NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"Eliminating Methane Vent Sources Win-Win: Implementing Efforts to Improve Facility in Our Onshore Canada Operations Performance and Reduce Emissions Footprint Capturing or eliminating methane from routine venting In 2023 at Eagle Ford Shale, Murphy undertook efforts is a key component of Murphy’s GHG reduction strategy.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"Increasing the pressure Offshore Methane Reduction Efforts rating from 0.5 psi to 1.0 psi reduces methane emissions In 2023, we conducted methane leak detection surveys and and enhances operational safety by minimizing leaks completed remedial action to reduce methane emissions from overpressure relief devices and optimizing the (see box below).",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,Our evaluations thus far Murphy’s proactive approach also extends to emissions indicate that investing in onshore methane reductions will reduction from flare stack operations.,NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"ALWAYS This forward-thinking approach has set the stage for continued improvements in 2024 and the near term, as Tackling Fugitive Emissions in Our we are planning similar projects for the upcoming year.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"Offshore Gulf of Mexico Operations With these types of technology and proactive strategies, In 2023, Murphy initiated a pilot program to identify Murphy not only enhances operational efficiency but and quantify fugitive emissions originating from flange also reduces emissions, making good on our steadfast connections that were undetectable to the naked eye.",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"As a result of our focused programs, we have reduced We currently quantify methane emissions using engineering absolute methane emissions by 32% from 2019 to 2023, with calculations, measurements, emissions factors, activity reductions coming mostly from venting",NYSE_MUR_2024_esg.jsonl,2024
metric,NYSE_MUR_ESG,True,True,"manufacturers’ specifications, as prescribed by Company Scope 1 methane intensity decreased by 51% from the regulatory agencies where we operate.",NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,"We have evaluated and continue to evaluate We continue to seek improvements to reduce our methane various direct measurement technologies at site and source emissions and partner with industry groups to achieve these level, including aerial surveys and fixed continuous monitoring goals, including with the TXOGA and API’s Environmental devices.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"Strategies we are using to X 7,877 reduce combustion-related emissions include: 8,000 • Onshore fracturing – Murphy has shifted to using dual- fuel fracturing fleets in the Tupper Montney and Kaybob 6,000 5,323 Duvernay in Canada and in the Eagle Ford Shale.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,We have also continued to decommission certain existing flares in Tupper Montney Managing Stranded Wells to Eliminate to reduce emissions from the continuous pilot flare.,NYSE_MUR_2024_esg.jsonl,2024
governance,NYSE_MUR_ESG,True,False,"The Board is committed to overseeing climate-related To keep abreast of climate-related issues and trends, the risks and opportunities, as well as overseeing the executive committee is briefed by employees who participate in leadership team in its assessment, agenda-setting and industry associations, think tanks and policy discussions.",NYSE_MUR_2024_esg.jsonl,2024
governance,NYSE_MUR_ESG,True,False,The climate-related expertise can be viewed in the Skills and HSE Executive Management Advisory Committee includes Expertise Matrix in our 2024 Proxy Statement.,NYSE_MUR_2024_esg.jsonl,2024
governance,NYSE_MUR_ESG,True,False,"climate and emissions strategy, performance and external Further, we have a Capital Allocation Investment Committee reporting.",NYSE_MUR_2024_esg.jsonl,2024
governance,NYSE_MUR_ESG,True,False,"Additionally, the Audit Committee has oversight made up of the Chief Executive Officer; Executive Vice of our Enterprise Risk Management (ERM) process, which President and Chief Financial Officer; President and Chief covers climate-related risks, while the full Board reviews the Operating Officer; and senior finance leaders who oversee ERM outcomes.",NYSE_MUR_2024_esg.jsonl,2024
governance,NYSE_MUR_ESG,True,False,"The Compensation Committee aligns our capital allocation, including climate- and emissions-related compensation program with our environmental and climate investments.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,A detailed discussion of these risks and opportunities Our positions on key ESG issues do not always align exactly can be found in the Climate Risk Management section (see with those of the industry associations and other groups of ).,NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"Therefore, our membership does not necessarily indicate our support for all the organizations’ Climate Scenario Analysis: Overview positions.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"To understand the alignment of our climate The scenario work of the IEA helps inform our view of long- change position, highlighted above, with that of our key term energy fundamentals.",NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,Our and societal requirements tied to energy transition analysis concluded that our climate change position is pathway objectives.,NYSE_MUR_2024_esg.jsonl,2024
vision,NYSE_MUR_ESG,True,False,The STEPS reflects the impact of announced policy intentions and targets – or Nationally Determined Contributions (NDCs) Climate Strategy – submitted by the Paris Agreement signatories to reduce Our strategy and asset portfolio position the Company to their emissions.,NYSE_MUR_2024_esg.jsonl,2024
other,NYSE_MUR_ESG,True,False,"Specifically, oil demand is expected to increase",NYSE_MUR_2024_esg.jsonl,2024
